Formula	Mass	Initial proportion	Assigned
C36H65O10P	727.3952	-0.0	False
C45H94NO7P	830.6405	-0.0	False
C38H66NO8P	734.4163	-0.0	False
C38H71NO9	724.4766	-0.0	False
C41H79O8P	769.515	-0.0	False
C35H66NO10P	730.4061	-0.0	False
C43H82NO9P	826.5364	-0.0	False
C44H85O12P	875.5416	-0.0	False
C43H77O10P	823.4891	-0.0	False
C45H93N2O6P	827.6408	-0.0	False
C39H77O12P	807.479	-0.0	False
C40H79O9P	773.5099	-0.0	False
C44H83O12P	873.5259	-0.0	False
C49H92NO8P	892.6198	-0.0	False
C42H79NO8	764.5443	-0.0	False
C44H88NO9P	844.5834	-0.0	False
C36H73N2O7P	715.4792	-0.0	False
C47H81O8P	843.5306	-0.0	False
C49H82NO8P	882.5415	-0.0	False
C40H79O12P	821.4946	-0.0	False
C43H80NO7P	792.5309	-0.0	False
C48H77O10P	883.4891	-0.0	False
C46H82NO7P	830.5466	-0.0	False
C42H81NO8	766.5599	-0.0	False
C40H75O13P	833.4582	-0.0	False
C32H55O16P	765.2865	-0.0	False
C43H76NO8P	804.4946	-0.0	False
C36H66NO11P	758.4011	-0.0	False
C45H87NO3	728.6323	0.0	False
C41H80NO7P	768.5309	-0.0	False
C39H70NO7P	734.4527	-0.0	False
C49H99NO4	804.7211	-0.0	False
C41H76NO8P	780.4946	-0.0	False
C48H82NO8P	870.5415	-0.0	False
C44H87NO8	796.6069	-0.0	False
C44H72NO8P	812.4633	-0.0	False
C40H68NO8P	760.432	-0.0	False
C35H64NO11P	744.3854	-0.0	False
C37H68NO8P	724.432	-0.0	False
C45H82NO10P	866.5313	-0.0	False
C42H81O8P	783.5306	-0.0	False
C44H83O9P	825.5412	-0.0	False
C48H91NO9	864.6331	-0.0	False
C44H73O8P	799.468	-0.0	False
C48H85O9P	875.5568	-0.0	False
C46H93N2O6P	839.6408	-0.0	False
C48H93NO10	882.6437	-0.0	False
C37H71O8P	713.4524	0.0005	True
C42H81NO10	798.5498	-0.0	False
C46H87O8P	837.5776	-0.0	False
C45H89O10P	859.583	0.0	False
C39H73O10P	771.4578	-0.0	False
C43H81O12P	859.5103	0.0	False
C25H49O19P3	785.1718	-0.0	False
C44H80NO8P	820.5259	0.0491	True
C42H83NO4	704.5959	-0.0	False
C46H88NO8P	852.5885	-0.0	False
C43H67O8P	781.4211	-0.0	False
C39H75O13P	821.4582	-0.0	False
C36H65N3O15P2	880.3528	-0.0	False
C38H74NO9P	758.4738	-0.0	False
C41H78NO10P	814.5	-0.0	False
C43H87O7P	785.5826	-0.0	False
C43H84NO7P	796.5622	-0.0	False
C45H86NO6P	806.583	-0.0	False
C34H59O16P	793.3178	-0.0	False
C38H71O13P	805.4269	-0.0	False
C38H75N2O6P	725.5	-0.0	False
C34H57O16P	791.3021	-0.0	False
C48H82NO7P	854.5466	-0.0	False
C48H87O10P	893.5674	-0.0	False
C47H93O10P	887.6143	-0.0	False
C33H61O12P	719.3538	-0.0	False
C48H96NO7P	868.6561	-0.0	False
C33H59O11P	701.3432	-0.0	False
C46H89NO3	742.648	-0.0	False
C38H78NO7P	730.5153	-0.0	False
C43H85N2O6P	795.5782	-0.0	False
C40H80NO13P	852.5004	-0.0	False
C42H82NO6P	766.5517	-0.0	False
C45H87O9P	841.5725	-0.0	False
C31H55O14P	721.2966	-0.0	False
C50H97NO8	878.6851	-0.0	False
C42H80NO6P	764.536	-0.0	False
C46H79O9P	845.5099	-0.0	False
C54H109NO5	890.7943	-0.0	False
C38H76NO11P	792.4793	-0.0	False
C46H92NO8P	856.6198	-0.0	False
C44H79O10P	837.5048	-0.0	False
C39H70NO10P	782.4374	-0.0	False
C40H78NO11P	818.495	-0.0	False
C47H95NO3	760.6949	-0.0	False
C42H78NO7P	778.5153	-0.0	False
C38H73O10P	759.4578	-0.0	False
C37H67O10P	741.4109	-0.0	False
C47H94NO7P	854.6405	-0.0	False
C39H76NO9P	772.4895	-0.0	False
C45H84NO7P	820.5622	-0.0	False
C44H68NO10P	840.4218	-0.0	False
C39H74NO7P	738.484	-0.0	False
C38H76NO6P	712.5047	-0.0	False
C47H78NO8P	854.5102	-0.0	False
C39H67O7P	717.4261	-0.0	False
C47H93NO3	758.6793	-0.0	False
C37H76NO7P	716.4996	-0.0	False
C45H78NO9P	846.5051	-0.0	False
C39H66NO8P	746.4163	-0.0	False
C47H90NO7P	850.6092	-0.0	False
C35H70NO9P	718.4425	-0.0	False
C46H71O10P	853.4422	-0.0	False
C42H78NO8P	794.5102	0.0005	True
C34H61O17P	811.3283	-0.0	False
C45H86NO8P	838.5728	-0.0	False
C34H59NO15	760.3522	-0.0	False
C48H91O9P	881.6038	-0.0	False
C43H84NO8P	812.5572	0.0015	True
C41H83NO5	708.5908	-0.0	False
C44H81O9P	823.5255	-0.0	False
C48H86NO8P	874.5728	-0.0	False
C40H73O10P	783.4578	-0.0	False
C42H68NO10P	816.4218	-0.0	False
C43H83O8P	797.5463	-0.0	False
C47H78NO10P	886.5	-0.0	False
C36H64NO13P	788.3752	-0.0	False
C44H81O10P	839.5204	-0.0	False
C39H77O10P	775.4891	-0.0	False
C46H80NO9P	860.5208	-0.0	False
C44H87O9P	829.5725	-0.0	False
C33H61O17P	799.3283	-0.0	False
C47H93NO10	870.6437	-0.0	False
C48H93NO3	770.6793	-0.0	False
C41H75O7P	749.4887	-0.0	False
C35H59O15P	789.3229	-0.0	False
C51H101NO5	846.7317	-0.0	False
C43H85O10P	831.5517	-0.0	False
C48H95NO3	772.6949	-0.0	False
C45H91NO5	764.6534	-0.0	False
C36H74NO7P	702.484	-0.0	False
C48H94NO8P	882.6354	-0.0	False
C54H105NO4	870.7681	-0.0	False
C44H82NO9P	838.5364	-0.0	False
C46H89NO8	822.6225	-0.0	False
C39H69O10P	767.4265	-0.0	False
C33H54NO12P	726.3021	-0.0	False
C44H74NO10P	846.4687	-0.0	False
C40H67O10P	777.4109	-0.0	False
C48H76NO8P	864.4946	-0.0	False
C40H78O13P2	867.4555	-0.0	False
C44H84NO8P	824.5572	0.0168	True
C42H79O9P	797.5099	-0.0	False
C44H89NO4	734.6429	-0.0	False
C48H85O10P	891.5517	-0.0	False
C37H72NO7P	712.4683	-0.0	False
C37H74NO9P	746.4738	-0.0	False
C47H84NO7P	844.5622	-0.0	False
C33H64NO10P	704.3905	-0.0	False
C49H98NO7P	882.6718	-0.0	False
C48H90NO9P	894.599	-0.0	False
C47H97N2O6P	855.6721	-0.0	False
C47H95N2O6P	853.6565	0.0021	True
C46H85O9P	851.5568	-0.0	False
C47H92NO8P	868.6198	-0.0	False
C41H77NO10	782.5185	-0.0	False
C46H89O10P	871.583	-0.0	False
C45H84NO8P	836.5572	-0.0	False
C46H80NO8P	844.5259	0.001	True
C43H87O9P	817.5725	-0.0	False
C43H81NO9	794.5548	-0.0	False
C42H69O8P	771.4367	-0.0	False
C46H77O8P	827.4993	-0.0	False
C41H76NO10P	812.4844	-0.0	False
C34H64NO10P	716.3905	-0.0	False
C46H90NO10P	886.5939	-0.0	False
C46H82NO9P	862.5364	-0.0	False
C43H85O9P	815.5568	-0.0	False
C38H72NO10P	772.4531	-0.0	False
C48H92NO6P	848.6299	-0.0	False
C36H69O10P	731.4265	-0.0	False
C44H78NO11P	866.495	-0.0	False
C46H84NO8P	848.5572	0.0406	True
C46H93NO5	778.6691	-0.0	False
C41H69O7P	743.4418	-0.0	False
C48H79O10P	885.5048	-0.0	False
C41H79NO8	752.5443	-0.0	False
C44H76NO10P	848.4844	-0.0	False
C44H82NO8P	822.5415	-0.0	False
C40H74NO8P	766.4789	-0.0	False
C34H60NO12P	744.349	-0.0	False
C53H105NO3	842.7732	-0.0	False
C50H91NO9	888.6331	-0.0	False
C44H86NO8P	826.5728	0.0116	True
C47H90NO8P	866.6041	-0.0	False
C48H97NO4	790.7055	-0.0	False
C45H89NO4	746.6429	-0.0	False
C41H82NO9P	802.5364	-0.0	False
C43H75O10P	821.4735	-0.0	False
C40H76NO10P	800.4844	-0.0	False
C48H97NO3	774.7106	-0.0	False
C35H65O10P	715.3952	-0.0	False
C44H79O13P	885.4895	-0.0	False
C39H77O9P	759.4942	-0.0	False
C53H107NO5	876.7786	-0.0	False
C50H82NO8P	894.5415	-0.0	False
C37H75O7P	701.4887	-0.0	False
C37H72NO9P	744.4582	-0.0	False
C37H67O15P	821.3855	-0.0	False
C43H81NO8	778.5599	-0.0	False
C46H90NO8P	854.6041	-0.0	False
C41H67O8P	757.4211	-0.0	False
C46H81O10P	863.5204	-0.0	False
C41H79O9P	785.5099	-0.0	False
C46H89NO9	838.6174	-0.0	False
C41H68NO10P	804.4218	-0.0	False
C38H68NO11P	784.4167	-0.0	False
C51H101NO3	814.7419	-0.0	False
C41H76NO7P	764.4996	-0.0	False
C48H88NO7P	860.5935	-0.0	False
C37H73O9P	731.4629	-0.0	False
C47H83O8P	845.5463	-0.0	False
C46H91NO8	824.6382	-0.0	False
C44H81O8P	807.5306	-0.0	False
C43H75O7P	773.4887	-0.0	False
C34H59NO14	744.3573	-0.0	False
C41H81N2O7P	783.5418	-0.0	False
C45H87NO8	808.6069	-0.0	False
C39H76NO7P	740.4996	-0.0	False
C35H61O16P	807.3334	-0.0	False
C40H73NO9	750.4922	-0.0	False
C45H73O13P	891.4426	-0.0	False
C46H77O9P	843.4942	-0.0	False
C41H80NO8P	784.5259	0.0011	True
C40H70NO8P	762.4476	-0.0	False
C47H72NO8P	848.4633	-0.0	False
C35H68NO10P	732.4218	-0.0	False
C46H84NO10P	880.547	-0.0	False
C41H77O8P	767.4993	0.0005	True
C39H75O8P	741.4837	-0.0	False
C47H92NO7P	852.6248	-0.0	False
C48H92NO7P	864.6248	-0.0	False
C41H73O13P	843.4426	-0.0	False
C42H78NO10P	826.5	-0.0	False
C45H88NO8P	840.5885	-0.0	False
C45H79O10P	849.5048	-0.0	False
C44H74NO9P	830.4738	-0.0	False
C42H75O13P	857.4582	-0.0	False
C45H76NO7P	812.4996	-0.0	False
C35H67O10P	717.4109	-0.0	False
C36H72NO7P	700.4683	-0.0	False
C43H83NO3	700.601	-0.0	False
C42H76NO7P	776.4996	-0.0	False
C39H67O10P	765.4109	-0.0	False
C41H74NO7P	762.484	-0.0	False
C44H87NO9	812.6018	-0.0	False
C38H75O8P	729.4837	0.0	False
C43H71O8P	785.4524	-0.0	False
C44H77O10P	835.4891	-0.0	False
C39H73O9P	755.4629	-0.0	False
C31H58NO12P	706.3334	-0.0	False
C41H81NO5	706.5752	-0.0	False
C48H82NO9P	886.5364	-0.0	False
C45H85NO8	806.5912	-0.0	False
C39H66NO10P	778.4061	-0.0	False
C38H77O9P	747.4942	-0.0	False
C36H70NO9P	730.4425	-0.0	False
C41H72N2O9	775.4875	-0.0	False
C45H89NO10	842.6124	-0.0	False
C44H75O10P	833.4735	-0.0	False
C48H93O10P	899.6143	-0.0	False
C46H87NO9	836.6018	-0.0	False
C51H103NO4	832.7524	-0.0	False
C38H69O13P	803.4113	-0.0	False
C49H91NO9	876.6331	-0.0	False
C40H77O7P	739.5044	-0.0	False
C42H82NO11P	846.5263	-0.0	False
C38H69O8P	723.4367	-0.0	False
C44H86NO10P	858.5626	-0.0	False
C39H69O13P	815.4113	-0.0	False
C40H72NO8P	764.4633	-0.0	False
C49H89NO9	874.6174	-0.0	False
C37H69O10P	743.4265	-0.0	False
C38H73O13P	807.4426	-0.0	False
C42H83N2O6P	781.5626	-0.0	False
C39H79O9P	761.5099	-0.0	False
C41H81O10P	803.5204	-0.0	False
C37H65O16P	835.3647	-0.0	False
C54H109NO4	874.7994	-0.0	False
C45H79O12P	881.4946	-0.0	False
C40H72NO9P	780.4582	-0.0	False
C32H58NO11P	702.3385	-0.0	False
C46H82NO8P	846.5415	0.0027	True
C45H87O7P	809.5826	-0.0	False
C48H93NO9	866.6487	-0.0	False
C46H80NO10P	876.5157	-0.0	False
C33H58NO11P	714.3385	-0.0	False
C47H73O8P	835.468	-0.0	False
C48H93NO11	898.6386	-0.0	False
C43H83O10P	829.5361	-0.0	False
C41H79O10P	801.5048	-0.0	False
C31H54NO12P	702.3021	-0.0	False
C38H76NO12P	808.4742	-0.0	False
C40H79N2O7P	769.5262	-0.0	False
C52H103NO3	828.7575	-0.0	False
C46H84NO7P	832.5622	-0.0	False
C49H97NO5	818.7004	-0.0	False
C50H98NO7P	894.6718	-0.0	False
C49H93NO9	878.6487	-0.0	False
C33H57NO15	746.3365	-0.0	False
C49H97NO10	898.675	-0.0	False
C37H68NO10P	756.4218	-0.0	False
C36H65O13P	775.38	-0.0	False
C54H107NO4	872.7837	-0.0	False
C43H74NO9P	818.4738	0.0004	True
C38H72NO8P	740.4633	-0.0	False
C41H81O8P	771.5306	-0.0	False
C47H79O8P	841.515	-0.0	False
C42H84NO7P	784.5622	-0.0	False
C41H63O8P	753.3898	-0.0	False
C37H65O8P	707.4054	-0.0	False
C45H71O13P	889.4269	-0.0	False
C40H78NO7P	754.5153	-0.0	False
C43H73O8P	787.468	-0.0	False
C43H69O8P	783.4367	-0.0	False
C44H71O9P	813.4473	-0.0	False
C47H69O8P	831.4367	-0.0	False
C42H81N2O6P	779.5469	-0.0	False
C49H100NO7P	884.6874	-0.0	False
C44H87O7P	797.5826	-0.0	False
C41H81O12P	835.5103	-0.0	False
C46H91O10P	873.5987	-0.0	False
C40H77O13P	835.4739	-0.0	False
C45H89O12P	891.5729	-0.0	False
C44H87O12P	877.5572	-0.0	False
C41H75O10P	797.4735	-0.0	False
C36H69O13P	779.4113	-0.0	False
C44H86NO7P	810.5779	-0.0	False
C37H73N2O7P	727.4792	-0.0	False
C36H63O12P	757.3694	-0.0	False
C42H81O7P	767.5357	-0.0	False
C46H78NO7P	826.5153	-0.0	False
C38H71NO8	708.4817	-0.0	False
C43H79O7P	777.52	-0.0	False
C41H76NO9P	796.4895	-0.0	False
C44H87NO4	732.6272	-0.0	False
C44H73O13P	879.4426	-0.0	False
C43H83O13P	877.5208	-0.0	False
C39H67O15P	845.3855	-0.0	False
C41H69O8P	759.4367	-0.0	False
C42H82NO7P	782.5466	-0.0	False
C41H79O7P	753.52	-0.0	False
C34H66NO10P	718.4061	-0.0	False
C50H99NO5	832.716	-0.0	False
C45H74NO8P	826.4789	-0.0	False
C46H77O10P	859.4891	0.0	False
C38H71O7P	709.4574	-0.0	False
C43H79O12P	857.4946	-0.0	False
C48H93NO4	786.6742	-0.0	False
C44H89O7P	799.5983	-0.0	False
C49H97NO9	882.68	-0.0	False
C43H78NO7P	790.5153	-0.0	False
C46H79O8P	829.515	-0.0	False
C43H65O8P	779.4054	-0.0	False
C44H87N2O6P	809.5939	-0.0	False
C41H75O8P	765.4837	0.0005	True
C36H69O9P	715.4316	-0.0	False
C44H83O10P	841.5361	-0.0	False
C48H97NO5	806.7004	-0.0	False
C44H78NO10P	850.5	-0.0	False
C41H72NO7P	760.4683	-0.0	False
C37H67O8P	709.4211	-0.0	False
C32H57O16P	767.3021	-0.0	False
C44H85O9P	827.5568	-0.0	False
C45H81O12P	883.5103	-0.0	False
C41H68NO8P	772.432	-0.0	False
C43H87N2O6P	797.5939	-0.0	False
C46H85O10P	867.5517	-0.0	False
C32H55O13P	717.3017	-0.0	False
C39H67O8P	733.4211	-0.0	False
C44H81O13P	887.5052	-0.0	False
C42H67O8P	769.4211	-0.0	False
C48H86NO7P	858.5779	-0.0	False
C43H87NO5	736.6221	-0.0	False
C42H72NO8P	788.4633	-0.0	False
C46H92NO7P	840.6248	-0.0	False
C41H77NO8	750.5286	-0.0	False
C42H83NO5	720.5908	-0.0	False
C52H103NO4	844.7524	-0.0	False
C43H73O13P	867.4426	-0.0	False
C40H75O9P	769.4786	-0.0	False
C45H91NO3	732.6636	-0.0	False
C38H74NO11P	790.4637	-0.0	False
C48H84NO9P	888.5521	-0.0	False
C49H97NO4	802.7055	-0.0	False
C43H85O8P	799.5619	-0.0	False
C47H80NO8P	856.5259	-0.0	False
C45H85O7P	807.567	-0.0	False
C49H84NO8P	884.5572	-0.0	False
C42H83O8P	785.5463	-0.0	False
C41H73O8P	763.468	-0.0	False
C47H91O8P	853.6089	-0.0	False
C43H85NO4	718.6116	-0.0	False
C39H78NO8P	758.5102	-0.0	False
C44H69O10P	827.4265	-0.0	False
C46H78NO6P	810.5204	-0.0	False
C37H71O12P	777.432	-0.0	False
C43H89N2O6P	799.6095	-0.0	False
C45H87NO9	824.6018	-0.0	False
C48H95O9P	885.6351	-0.0	False
C45H78NO7P	814.5153	-0.0	False
C48H84NO6P	840.5673	-0.0	False
C45H89NO5	762.6378	-0.0	False
C45H91NO4	748.6585	-0.0	False
C44H85NO10	826.5811	-0.0	False
C39H63O8P	729.3898	0.0	False
C43H88NO7P	800.5935	-0.0	False
C46H78NO10P	874.5	-0.0	False
C39H69O8P	735.4367	-0.0	False
C45H81O13P	899.5052	-0.0	False
C32H57O12P	703.3225	-0.0	False
C36H71O9P	717.4473	-0.0	False
C40H82NO7P	758.5466	-0.0	False
C39H78NO7P	742.5153	-0.0	False
C38H73O8P	727.468	-0.0	False
C40H78NO10P	802.5	-0.0	False
C39H71O8P	737.4524	0.0003	True
C43H72NO8P	800.4633	-0.0	False
C39H74NO6P	722.4891	-0.0	False
C38H73NO9	726.4922	-0.0	False
C40H69O8P	747.4367	-0.0	False
C40H80NO8P	772.5259	0.045	True
C47H74NO8P	850.4789	-0.0	False
C39H78NO9P	774.5051	-0.0	False
C45H87N2O6P	821.5939	-0.0	False
C30H54NO13P	706.297	-0.0	False
C41H77O10P	799.4891	-0.0	False
C36H75N2O6P	701.5	-0.0	False
C44H80NO7P	804.5309	-0.0	False
C45H79O13P	897.4895	-0.0	False
C37H66NO10P	754.4061	-0.0	False
C39H72NO8P	752.4633	-0.0	False
C45H74NO10P	858.4687	-0.0	False
C49H94NO8P	894.6354	-0.0	False
C39H65O8P	731.4054	-0.0	False
C43H77O7P	775.5044	-0.0	False
C41H73O10P	795.4578	-0.0	False
C45H84NO10P	868.547	-0.0	False
C47H82NO7P	842.5466	-0.0	False
C45H79O8P	817.515	-0.0	False
C42H76NO8P	792.4946	-0.0	False
C43H78NO9P	822.5051	-0.0	False
C31H59O17P	773.3127	-0.0	False
C39H68NO10P	780.4218	-0.0	False
C37H72NO8P	728.4633	0.0	False
C47H86NO7P	846.5779	-0.0	False
C37H64NO8P	720.4007	-0.0	False
C42H74NO10P	822.4687	-0.0	False
C47H84NO10P	892.547	-0.0	False
C41H83O9P	789.5412	-0.0	False
C49H95NO4	800.6898	-0.0	False
C45H78NO6P	798.5204	-0.0	False
C41H77NO9	766.5235	-0.0	False
C46H86NO7P	834.5779	-0.0	False
C45H80NO7P	816.5309	-0.0	False
C40H75O10P	785.4735	-0.0	False
C47H93O8P	855.6245	-0.0	False
C43H84NO10P	844.547	-0.0	False
C46H85O12P	899.5416	-0.0	False
C45H87O8P	825.5776	-0.0	False
C44H76NO9P	832.4895	-0.0	False
C47H91O10P	885.5987	-0.0	False
C36H64NO12P	772.3803	-0.0	False
C45H72NO10P	856.4531	-0.0	False
C42H84NO6P	768.5673	-0.0	False
C37H72NO10P	760.4531	-0.0	False
C39H79N2O6P	741.5313	0.0648	True
C46H78NO9P	858.5051	-0.0	False
C47H89NO9	850.6174	-0.0	False
C47H87O10P	881.5674	-0.0	False
C37H66NO8P	722.4163	-0.0	False
C42H83O12P	849.5259	-0.0	False
C47H83O10P	877.5361	-0.0	False
C43H86NO9P	830.5677	-0.0	False
C44H85NO9	810.5861	-0.0	False
C39H75O9P	757.4786	-0.0	False
C45H78NO8P	830.5102	-0.0	False
C34H65O13P	751.38	-0.0	False
C42H77O8P	779.4993	-0.0	False
C34H59NO13	728.3623	0.0	False
C40H69O10P	779.4265	-0.0	False
C50H78NO8P	890.5102	-0.0	False
C48H74NO10P	894.4687	-0.0	False
C43H74NO8P	802.4789	-0.0	False
C42H85NO4	706.6116	-0.0	False
C45H77O7P	799.5044	-0.0	False
C50H84NO8P	896.5572	-0.0	False
C34H62NO10P	714.3748	-0.0	False
C49H95NO9	880.6644	-0.0	False
C41H71O10P	793.4422	-0.0	False
C44H85NO13	874.5658	-0.0	False
C46H91O9P	857.6038	-0.0	False
C38H79N2O7P	745.5262	-0.0	False
C40H66NO10P	790.4061	-0.0	False
C45H91O9P	845.6038	-0.0	False
C43H80NO10P	840.5157	-0.0	False
C43H86NO8P	814.5728	-0.0	False
C43H83O12P	861.5259	-0.0	False
C33H62NO10P	702.3748	-0.0	False
C38H75O12P	793.4633	-0.0	False
C47H91NO8	836.6382	-0.0	False
C47H84NO8P	860.5572	-0.0	False
C39H71O13P	817.4269	-0.0	False
C36H65O12P	759.3851	-0.0	False
C41H77O13P	847.4739	-0.0	False
C46H73O10P	855.4578	-0.0	False
C43H81O13P	875.5052	-0.0	False
C48H94NO9P	898.6303	-0.0	False
C44H86NO9P	842.5677	-0.0	False
C44H75O9P	817.4786	-0.0	False
C42H84NO11P	848.5419	-0.0	False
C46H72NO10P	868.4531	-0.0	False
C31H52NO12P	700.2864	-0.0	False
C46H95N2O6P	841.6565	-0.0	False
C38H71O8P	725.4524	-0.0	False
C42H85O9P	803.5568	-0.0	False
C42H75O9P	793.4786	-0.0	False
C36H64NO8P	708.4007	-0.0	False
C42H77NO9	778.5235	-0.0	False
C46H87O10P	869.5674	-0.0	False
C38H71O10P	757.4422	-0.0	False
C39H75NO8	724.513	-0.0	False
C46H74NO10P	870.4687	-0.0	False
C37H70NO9P	742.4425	-0.0	False
C33H57O16P	779.3021	-0.0	False
C38H70NO8P	738.4476	-0.0	False
C42H79NO9	780.5392	-0.0	False
C44H70NO10P	842.4374	0.0	False
C39H74O11P2	819.4343	-0.0	False
C44H88NO8P	828.5885	-0.0	False
C42H81O9P	799.5255	-0.0	False
C47H81O10P	875.5204	-0.0	False
C40H71O10P	781.4422	-0.0	False
C49H96NO8P	896.6511	-0.0	False
C44H88NO6P	796.5986	-0.0	False
C47H85O8P	847.5619	-0.0	False
C40H80NO11P	820.5106	-0.0	False
C45H83O10P	853.5361	-0.0	False
C47H93NO5	790.6691	-0.0	False
C45H82NO8P	834.5415	0.0004	True
C43H83O7P	781.5513	-0.0	False
C48H91NO8	848.6382	-0.0	False
C43H71O10P	817.4422	-0.0	False
C34H63O13P	749.3643	-0.0	False
C43H77O12P	855.479	-0.0	False
C37H65O15P	819.3698	-0.0	False
C40H67O8P	745.4211	-0.0	False
C38H67O8P	721.4211	-0.0	False
C36H71N2O7P	713.4636	-0.0	False
C48H95NO8	852.6695	-0.0	False
C38H68NO8P	736.432	-0.0	False
C38H69NO8	706.466	-0.0	False
C40H79O10P	789.5048	-0.0	False
C45H77O12P	879.479	-0.0	False
C47H94NO8P	870.6354	-0.0	False
C46H89O9P	855.5881	-0.0	False
C42H73O13P	855.4426	-0.0	False
C34H66NO9P	702.4112	-0.0	False
C34H62NO13P	762.3596	-0.0	False
C47H91NO9	852.6331	-0.0	False
C42H66NO10P	814.4061	-0.0	False
C43H80NO9P	824.5208	-0.0	False
C42H81O10P	815.5204	-0.0	False
C45H73O8P	811.468	-0.0	False
C33H59O15P	765.3229	-0.0	False
C46H70NO10P	866.4374	-0.0	False
C44H83NO8	792.5756	-0.0	False
C45H78NO10P	862.5	-0.0	False
C44H75O8P	801.4837	-0.0	False
C42H80NO8P	796.5259	0.0166	True
C43H85NO3	702.6167	-0.0	False
C40H81O7P	743.5357	-0.0	False
C44H82NO7P	806.5466	-0.0	False
C43H80NO8P	808.5259	-0.0	False
C38H70NO10P	770.4374	-0.0	False
C40H79N2O6P	753.5313	-0.0	False
C43H86NO7P	798.5779	-0.0	False
C37H69O13P	791.4113	-0.0	False
C40H83N2O6P	757.5626	-0.0	False
C42H81O12P	847.5103	-0.0	False
C44H87NO6	764.617	-0.0	False
C48H80NO7P	852.5309	-0.0	False
C45H75O13P	893.4582	-0.0	False
C48H88NO6P	844.5986	-0.0	False
C42H77O12P	843.479	-0.0	False
C42H83NO8	768.5756	-0.0	False
C42H85NO5	722.6065	-0.0	False
C48H80NO8P	868.5259	-0.0	False
C43H76NO10P	836.4844	-0.0	False
C43H76NO7P	788.4996	-0.0	False
C50H88NO7P	884.5935	-0.0	False
C41H73O7P	747.4731	-0.0	False
C40H75NO9	752.5079	-0.0	False
C44H73O10P	831.4578	-0.0	False
C39H77O8P	743.4993	-0.0	False
C38H68NO10P	768.4218	-0.0	False
C42H79O12P	845.4946	-0.0	False
C42H84NO9P	816.5521	-0.0	False
